,index,date,comments
4477,666635,2019-02-19,Great value for the location! Diane is awesome as a host and responds promptly! Would definitely stay here again.
4478,210750,2020-08-13,"This place is so comfortable & exceeded my expectations I really felt at home & at ease, definitely would love to stay here again."
4479,749976,2020-02-01,"Everything was exactly as advertised. Easy self check-in, and Victor was very accommodating of my check-in hours. During my stay, I felt very safe, and I enjoyed this quiet Airbnd, with the expected New York City background sounds. My personal space was also fully respected. There is easy, and immediate access to the bus, and direct connections to the entire metro transportation system. In one direction you'll find a six minute walk to restaurants, stores, banks, and more, and in another direction it's a 15 minute walk.  Great suggestions by Victor on his Airbnd."
4480,418840,2019-12-12,Postazione strategica comoda alla metropolitana in un magnifico quartiere con tutti i servizi. Appartamento ampio ideale per una coppia
4481,9059,2019-11-07,I enjoyed my stay in the house of Lara. You'll find yourself right next to Columbus Circle in Manhatten. A very nice neighborhood to start exploring the city. Lara war friendly and very helpful in delivering the keys and giving me the instructions for the room. Everything was clean and I slept very well in the bed.
4482,565768,2021-11-16,This was an amazing stay in Brooklyn. We were one block away from the 3 line which took us right into Manhattan. <br/><br/>The Airbnb was super clean and beautifully decorated and the communication with the host was superb. We will definitely come stay again!
4483,732771,2019-06-25,"My stay at Chimo was amazing, close to the subway so getting to and from the city by local transport was super easy. When I finally sat with her she was super open and friendly and even allowed me to taste her world famous Joloff rice (a little inside joke) which was amazinggggg. Definitely a super host."
4484,191633,2019-12-09,"Everton's place is the crowned jewel of the Bedstuy neighborhood. It is located in a wonderful, family oriented area that made our travel experience memorable (for all of the right reasons). The condo was impeccably clean and had a detailed host of amenities not found in hotels. I felt as though I was at my own home during my weekend at Everton's place. I would recommend this place to ANYONE looking for a fantastic 3 bedroom 3 bathroom while in Brooklyn"
4485,582245,2021-11-27,"Great location, bang for your buck and has all the amenities for 1-2 people for sure! Eric was amazing for meeting me at the late hour I had to arrive due to plane ticket changes! The residence comes with a key, not a keypad entry. However, everything was pretty great and it was accessible to the Bronx market and the subway 149th St concourse which is ideal to use for commuting around the city! I would suggest bringing and pre-taking allergy meds if you have bad allergies and all like me :) but other than that, this property is WHERE IT IS AT !!!!"
4486,774750,2019-09-09,The host canceled this reservation 4 days before arrival. This is an automated posting.
4487,700326,2021-08-22,"Shogo is very attentive, the room and house is clean and very quiet , perfect location"
4488,736644,2019-07-19,"Chantal is a super fantastic and responsive host, her place is spotless (most of the furniture and kitchen items are brand new!); there was no air con but that said, we were there during a mega heat wave and the (brand new) ceiling fans were really comfortable, we didn't miss the air con. The neighbourhood is residential, not really close to the metro but well serviced by bus."
4489,405404,2020-01-01,"Great apartment, it is as good as you can see in the pictures, really comfortable and warm. The location was perfect, you can walk to most of the iconic places in Manhattan. It also felt as a safe neighbourhood and there were good pubs nearby."
4490,757404,2021-10-29,Always great staying at Louann place highly recommend her place.
4491,548342,2019-10-27,"Highly recommended! The location is amazing (next to Metro and party street, and surprisingly not loud). Viktoria is great and accommodating (let me leave the luggage in the apt until my evening train), and the place is incredibly clean. You share the toilet with Viktoria, which was no problem. Building has an elevator, which was very handy. The room is small but totally fine for NYC, and she even provides towels. Would love to be back!"
4492,19350,2020-09-17,"I stayed here for a full month. The location is the main selling point, it's a trendy fun part of the city. Apartment has kind of a strange set up with the bedroom next to the street (so expect street noise). The host was friendly and very responsive, and the photos are accurate.<br/><br/>My only issue staying here was a mosquito/bug problem, which may be worse in the summer months.  You walk through a swarm of flies when you enter the apartment. A few mosquitoes would get in every day (through the window screens or front entrance), so I was constantly swatting mosquitoes inside the apartment and got a few bites in my sleep."
